place_id,name,lat,lng,rating,price_level,user_ratings_total,quality_score,types,vicinity,city
ChIJD1hlWPGdj4ARnx5LiyOUYnc,Stella,37.5772454,-122.3492036,4.4,3.0,575.0,4.62,restaurant|food|point_of_interest|establishment,"1448 Burlingame Avenue, Burlingame",Foster City
ChIJq7QoI_Gdj4AR2mo3R1T66k0,Sapore Italiano Ristorante,37.5770038,-122.3491073,4.3,2.0,599.0,4.51,meal_takeaway|restaurant|food|point_of_interest|establishment,"1447 Burlingame Avenue, Burlingame",Foster City
ChIJj2yyE_Gdj4ARW78PDfzi8-4,Alana's Cafe,37.5777061,-122.3485619,4.5,2.0,549.0,4.73,cafe|restaurant|food|point_of_interest|establishment,"1408 Burlingame Avenue, Burlingame",Foster City
ChIJ7U0IaPGdj4ARLM_Tglutr7Q,Barracuda Japanese Restaurant,37.5783369,-122.3490101,4.1,2.0,230.0,4.3,bar|restaurant|food|point_of_interest|establishment,"347 Primrose Road, Burlingame",Foster City
ChIJSxp0RfCdj4AR-qT7eTk1510,Five Guys,37.5766966,-122.3470996,4.2,2.0,540.0,4.41,meal_takeaway|restaurant|food|point_of_interest|establishment,"203 Primrose Road, Burlingame",Foster City
ChIJG_UZdvGdj4ARZ3xlQKgMTSM,Crepevine Restaurants,37.5784598,-122.347563,4.5,2.0,2028.0,4.73,restaurant|food|point_of_interest|establishment,"1310 Burlingame Avenue, Burlingame",Foster City
ChIJ6QI8VfCdj4ARVw83lkffb4A,Pizza My Heart,37.5770889,-122.3475056,4.3,1.0,399.0,4.3,meal_takeaway|restaurant|food|point_of_interest|establishment,"235 Primrose Road, Burlingame",Foster City
ChIJV-z5IfGdj4ARWuykkidQUGk,Rise Pizzeria,37.5769297,-122.3491792,4.4,2.0,577.0,4.62,restaurant|food|point_of_interest|establishment,"1451 Burlingame Avenue, Burlingame",Foster City
ChIJl5DGPfGdj4ARO23eOTbXagc,Pizzeria Delfina,37.5773187,-122.3490987,4.4,2.0,815.0,4.62,bar|restaurant|food|point_of_interest|establishment,"1444 Burlingame Avenue, Burlingame",Foster City
ChIJ-eJEC_Gdj4ARqgsDnel8P3c,Asian Box,37.5776941,-122.3481089,4.1,1.0,268.0,4.1,restaurant|food|point_of_interest|establishment,"1401 Burlingame Avenue, Burlingame",Foster City
ChIJI7FkUPCdj4ARYqyVbY1njeE,Ike's Love & Sandwiches,37.57659719999999,-122.3469417,4.2,2.0,325.0,4.41,meal_takeaway|meal_delivery|restaurant|food|point_of_interest|establishment,"1400 Howard Avenue, Burlingame",Foster City
ChIJi2qSIfGdj4ARhA6S8HTi2_A,Panda Express,37.5768874,-122.3492321,3.9,1.0,439.0,3.9,meal_takeaway|meal_delivery|restaurant|food|point_of_interest|establishment,"1453 Burlingame Avenue, Burlingame",Foster City
ChIJyTbSawydj4ARmC9sozt31wQ,ZENSHI Handcrafted Sushi,37.5772168,-122.350384,,,,,restaurant|meal_takeaway|food|point_of_interest|establishment,"1477 Chapin Avenue, Burlingame",Foster City
ChIJo4mAInudj4ARfBZWtua6lkk,ZENSHI Handcrafted Sushi,37.5764333,-122.348304,,,,,restaurant|meal_takeaway|food|point_of_interest|establishment,"1450 Howard Avenue, Burlingame",Foster City
ChIJ0S5UF_Gdj4ARrPuY3r7Z-yY,Rasoi Restaurant & Lounge,37.57728879999999,-122.3486586,4.2,2.0,631.0,4.41,restaurant|food|point_of_interest|establishment,"1425 Burlingame Avenue, Burlingame",Foster City
ChIJS61xWPGdj4ARtjQ_yit3l8E,Chouchou French Bistro,37.5787343,-122.3495982,4.2,,64.0,3.75,restaurant|food|point_of_interest|establishment,"401 Primrose Road, Burlingame",Foster City
ChIJefXFTACdj4ARQlA2vGf2AXk,ACAN,37.5781705,-122.3489647,5.0,,8.0,3.62,bar|restaurant|food|point_of_interest|establishment,"339 Primrose Road, Burlingame",Foster City
ChIJXSwMTU6dj4AR8jC5y1F01_Q,Masala Desi Cafe - Burlingame,37.5780938,-122.3486515,4.3,2.0,304.0,4.51,cafe|restaurant|food|point_of_interest|store|establishment,"321 Primrose Road, Burlingame",Foster City
ChIJ45ZB6_Gdj4ARJDuklX8gUXk,Cafe Cherimoya,37.5776125,-122.3482331,4.4,1.0,109.0,4.4,restaurant|food|point_of_interest|establishment,"1407 Burlingame Avenue, Burlingame",Foster City
ChIJ_5A2dNidj4ARCPcTAiyWG6s,Palmetto Superfoods - Burlingame,37.5768328,-122.347347,4.4,1.0,123.0,4.4,restaurant|food|point_of_interest|store|establishment,"225 Primrose Road, Burlingame",Foster City
ChIJRXdXdfGdj4AR5Os-G3Wld1Y,Mediterranean Kebab,37.57831580000001,-122.3476746,4.4,2.0,872.0,4.62,restaurant|food|point_of_interest|establishment,"1318 Burlingame Avenue, Burlingame",Foster City
ChIJ4yAec_Gdj4AR0xmQ_i0_EbA,Caffe Central,37.57813229999999,-122.3481776,4.4,2.0,671.0,4.62,restaurant|cafe|food|point_of_interest|establishment,"1380 Burlingame Avenue, Burlingame",Foster City
ChIJG6jeC_Gdj4ARv195CmDimAo,JOE & THE JUICE,37.5777529,-122.347801,3.6,2.0,210.0,3.78,cafe|meal_takeaway|restaurant|food|point_of_interest|store|establishment,"1395 Burlingame Avenue Street, Burlingame",Foster City
ChIJxyMCLPKdj4ARCOZkwvPLG1c,Il Fornaio,37.579933,-122.347116,4.3,2.0,1249.0,4.51,restaurant|food|point_of_interest|establishment,"327 Lorton Avenue, Burlingame",Foster City
ChIJj2pBJfKdj4AR4qXVqaOjAJY,Stacks,37.5802157,-122.3469846,4.4,2.0,1381.0,4.62,restaurant|food|point_of_interest|establishment,"361 California Drive, Burlingame",Foster City
ChIJiahRlPGdj4ARJjeUd2mmutU,Mingalaba Restaurant,37.5788556,-122.3464861,4.3,2.0,1206.0,4.51,restaurant|food|point_of_interest|establishment,"1213 Burlingame Avenue, Burlingame",Foster City
ChIJz_ye9vGdj4ARoBGsAmTo-ys,Flights Restaurant By Alex Hult - Burlingame,37.5797044,-122.3456551,4.0,3.0,690.0,4.2,restaurant|bar|food|point_of_interest|establishment,"1100 Burlingame Avenue, Burlingame",Foster City
ChIJq2Lo6SR2j4ARZiFdFBGLo9w,Broadway Grill,37.5848886,-122.3658926,4.4,3.0,539.0,4.62,bar|restaurant|food|point_of_interest|establishment,"1400 Broadway, Burlingame",Foster City
ChIJbaUbkfGdj4AR6fN-d_gjBOE,Copenhagen Bakery & Cafe,37.5790611,-122.3466333,4.4,2.0,1469.0,4.62,bakery|cafe|store|restaurant|food|point_of_interest|establishment,"1216 Burlingame Avenue, Burlingame",Foster City
ChIJDVVK5CR2j4ARgPE-lTYlOWc,Broadway Prime,37.5853618,-122.3654883,4.3,3.0,632.0,4.51,restaurant|food|point_of_interest|establishment,"1316 Broadway, Burlingame",Foster City
ChIJqfq09yR2j4ARZNC9Jan_MZs,Shabu House,37.5855389,-122.3646944,4.4,2.0,388.0,4.62,restaurant|food|point_of_interest|establishment,"1150 Paloma Avenue, Burlingame",Foster City
ChIJP8ZRyCV2j4ARfqQbhMi2gHE,Mokutanya,37.5869891,-122.3631169,4.2,3.0,941.0,4.41,restaurant|food|point_of_interest|establishment,"1155 California Drive, Burlingame",Foster City
ChIJy00E44mdj4AR99aRw38wQZw,7-Eleven,37.5870523,-122.3558838,2.6,1.0,38.0,2.12,convenience_store|liquor_store|cafe|store|restaurant|food|point_of_interest|establishment,"975 Rollins Road, Burlingame",Foster City
ChIJQeCH7yR2j4ARUbr89ybs_w8,Cafe Figaro,37.585413,-122.36569,4.5,2.0,330.0,4.73,bar|restaurant|food|point_of_interest|establishment,"1318 Broadway, Burlingame",Foster City
ChIJabgbACV2j4ARD2wh28Cgs6Y,Village Host Pizza & Grill,37.58604400000001,-122.364574,4.2,2.0,341.0,4.41,meal_delivery|restaurant|food|point_of_interest|establishment,"1201 Broadway, Burlingame",Foster City
ChIJ9fMJf_Gdj4ARbfmd9QthUW0,Leland Tea Company - Burlingame,37.57902970000001,-122.3474149,4.6,,164.0,4.6,cafe|restaurant|food|point_of_interest|establishment,"1223 Donnelly Avenue, Burlingame",Foster City
ChIJq6vw5CR2j4ARP1LVGHioYOM,Subway,37.5854576,-122.3654668,3.8,1.0,133.0,3.8,meal_takeaway|restaurant|food|point_of_interest|establishment,"1308 Broadway, Burlingame",Foster City
ChIJy-qn4iR2j4ARubCFxpW4lh0,Starbucks,37.5859008,-122.3651705,4.0,2.0,406.0,4.2,cafe|restaurant|food|point_of_interest|store|establishment,"1230 Broadway, Burlingame",Foster City
ChIJC_Wb6fGdj4ARccrYARYUlsM,Trapeze Restaurant,37.5789776,-122.3456688,4.4,2.0,332.0,4.62,restaurant|food|point_of_interest|establishment,"266 Lorton Avenue, Burlingame",Foster City
ChIJV4om8_Gdj4ARaKVKFBV_L7Q,Starbucks,37.5794516,-122.346146,4.1,2.0,488.0,4.3,cafe|restaurant|food|point_of_interest|store|establishment,"1160 Lorton Avenue, Burlingame",Foster City
ChIJKUxY8fGdj4ARzMgsgdkCFlk,Blue Line Pizza,37.57962329999999,-122.3457987,4.4,2.0,720.0,4.62,bar|restaurant|food|point_of_interest|establishment,"1108 Burlingame Avenue, Burlingame",Foster City
ChIJkxrB_yR2j4ARArTT1P_8Ou0,Ristorante Rocca,37.58601639999999,-122.3646821,4.5,2.0,552.0,4.73,bar|restaurant|food|point_of_interest|establishment,"1205 Broadway, Burlingame",Foster City
ChIJ7xbkqSV2j4ARMmIU5GRzkWs,Bonne Sante Broadway,37.5846293,-122.3658061,4.5,1.0,193.0,4.5,meal_takeaway|restaurant|food|point_of_interest|establishment,"1431 Broadway, Burlingame",Foster City
ChIJr6t18iR2j4ARAxZG3SeWvfs,Cafe Capuchino,37.584843,-122.3654139,4.9,1.0,156.0,4.9,cafe|restaurant|food|point_of_interest|store|establishment,"1158 Capuchino Avenue, Burlingame",Foster City
ChIJa3BqASV2j4AR0Z5qgwuefME,Young Can Wok Chinese Bistro,37.5862695,-122.3648867,4.1,2.0,211.0,4.3,restaurant|food|point_of_interest|establishment,"1200 Broadway, Burlingame",Foster City
ChIJv0hH8PGdj4ARvHkSMaWAuhs,Deja vu Juice Bar,37.57945369999999,-122.3455379,4.4,2.0,111.0,4.62,meal_takeaway|restaurant|food|point_of_interest|store|establishment,"1109 Burlingame Avenue, Burlingame",Foster City
ChIJU0mV-vGdj4ARTvs5m0l5JYc,Limón,37.5795444,-122.3454031,4.4,2.0,2318.0,4.62,restaurant|food|point_of_interest|establishment,"1101 Burlingame Avenue, Burlingame",Foster City
ChIJofaR7yR2j4ARuKNI4uVDOKU,Behan's An Irish Pub,37.58522780000001,-122.3653139,4.4,1.0,290.0,4.4,bar|restaurant|food|point_of_interest|establishment,"1327 Broadway, Burlingame",Foster City
ChIJW3ii8PGdj4AR1x1zsySJ93k,La Corneta Taqueria,37.5792406,-122.3459085,4.2,1.0,918.0,4.2,restaurant|food|point_of_interest|establishment,"1123 Burlingame Avenue, Burlingame",Foster City
ChIJ6aPNyfSdj4AROZpGeQ99Cgs,Hanabi Ramen and Japanese Curry,37.5824033,-122.3518959,4.6,2.0,629.0,4.83,restaurant|food|point_of_interest|establishment,"723 California Drive, Burlingame",Foster City
ChIJW5G6riV2j4ARpecjQWBW1OU,Royal Donut Cafe,37.58651949999999,-122.3641293,4.5,1.0,461.0,4.5,bakery|cafe|restaurant|food|point_of_interest|store|establishment,"1165 Broadway, Burlingame",Foster City
ChIJTTER7SR2j4ARt_v48U0Kbyo,Que SeRaw SeRaw,37.5848337,-122.3653863,4.7,2.0,77.0,4.59,meal_takeaway|restaurant|food|point_of_interest|establishment,"1160 Capuchino Avenue, Burlingame",Foster City
ChIJTw8ywjCdj4ARTc2cAghHatk,Truffle Poké Bar,37.5797019,-122.3475726,4.0,2.0,22.0,3.22,restaurant|food|point_of_interest|establishment,"1212 Donnelly Avenue, Burlingame",Foster City
ChIJ8Ule_iR2j4ARa3XRKhoN3lU,il Piccolo Caffe,37.5858833,-122.3648127,4.5,1.0,304.0,4.5,cafe|restaurant|food|point_of_interest|store|establishment,"1219 Broadway, Burlingame",Foster City
ChIJk4HvGi-dj4AR0ojgJrnLKLQ,Twelvemonth,37.5798503,-122.3464763,4.4,,352.0,4.4,restaurant|bakery|bar|food|point_of_interest|store|establishment,"330 Lorton Avenue, Burlingame",Foster City
ChIJ9TBrXgB3j4AR8NdHIsecCpw,Shabu Club,37.5856216,-122.3646392,4.5,,8.0,3.26,restaurant|food|point_of_interest|establishment,"1150 Paloma Avenue, Burlingame",Foster City
ChIJmfS6WKKdj4ARmJK7r9oRPWE,SaltYard Restaurant and Bar,37.5797334,-122.3463108,4.3,2.0,535.0,4.51,restaurant|food|point_of_interest|establishment,"322 Lorton Avenue, Burlingame",Foster City
ChIJg5xCC1Gdj4ARoMzsrfs2AxE,Urban Kitchen,37.57948189999999,-122.3461381,4.8,2.0,380.0,5.04,restaurant|food|point_of_interest|establishment,"1152 Burlingame Avenue, Burlingame",Foster City
ChIJORjJh2d3j4ARPJK8q1uPWXM,Himali Bistro,37.5855556,-122.365,4.9,,172.0,4.9,restaurant|food|point_of_interest|establishment,"1251 Broadway, Burlingame",Foster City
ChIJO2sKxnx3j4ARpniKb67Ix2Q,Bistro Arancini,37.585844,-122.3647056,4.7,2.0,59.0,4.33,restaurant|food|point_of_interest|establishment,"1219 Broadway, Burlingame",Foster City
ChIJjfYPxC52j4ARLlCAR6jjt9c,Max's of Burlingame,37.5923271,-122.3621063,4.1,2.0,1587.0,4.3,bar|restaurant|food|point_of_interest|establishment,"1250 Old Bayshore Highway, Burlingame",Foster City
ChIJiYoH-4idj4ARlr9MWyW8vg4,Gabriel & Daniel's Mexican Grill,37.5901242,-122.3528633,4.7,1.0,417.0,4.7,restaurant|food|point_of_interest|establishment,"250 Anza Boulevard, Burlingame",Foster City
ChIJA8gg0Yidj4ARgPypyVcf6rI,37 North,37.5906189,-122.3510039,4.1,2.0,164.0,4.3,restaurant|food|point_of_interest|establishment,"835 Airport Boulevard, Burlingame",Foster City
ChIJQSxYoSV2j4ARlgCVyTXyfrc,Yangon,37.5870881,-122.3641562,4.5,2.0,245.0,4.73,restaurant|food|point_of_interest|establishment,"1136 Broadway, Burlingame",Foster City
ChIJkRSqpi52j4ARLwQ_-AEBaZI,Se Come Asi Taqueria,37.5935015,-122.3629154,4.0,1.0,224.0,4.0,restaurant|food|point_of_interest|establishment,"1302 Old Bayshore Highway, Burlingame",Foster City
ChIJu64dBI-dj4ARPtbsrwFK2VM,Tap & Tavern,37.5914205,-122.3480166,3.8,2.0,122.0,3.99,bar|restaurant|food|point_of_interest|establishment,"150 Anza Boulevard, Burlingame",Foster City
ChIJm5HKKSZ2j4ARdqUtcDBPwxk,West Bay Café,37.5902765,-122.3596811,3.5,,139.0,3.5,bar|restaurant|food|point_of_interest|establishment,"1177 Airport Boulevard, Burlingame",Foster City
ChIJN2ifh5Sdj4ARSGtJq3FanRE,Topgolf Burlingame,37.589547,-122.3552829,3.9,2.0,244.0,4.09,restaurant|food|point_of_interest|establishment,"258 Anza Boulevard, Burlingame",Foster City
ChIJxVY3wSV2j4ARhhR0g-Xi2iI,Maverick Jack's,37.5876087,-122.363061,4.4,2.0,730.0,4.62,restaurant|food|point_of_interest|establishment,"1190 California Drive, Burlingame",Foster City
ChIJ6eT1eKp3j4ARtqja3C5FJGQ,Society Restaurant & Hookah Lounge,37.58717169999999,-122.3641191,4.7,2.0,103.0,4.94,restaurant|food|point_of_interest|establishment,"1130 Broadway, Burlingame",Foster City
ChIJ0Tmb71F3j4ARtbbnJId6hC0,Jayli’s Cocina,37.5863038,-122.3642615,4.5,2.0,23.0,3.63,restaurant|food|point_of_interest|establishment,"1199 Broadway Suite 2, Burlingame",Foster City
ChIJj93oSJl3j4ARunOR_4JIHyw,Mediterranean Pizza and Gyros,37.58632749999999,-122.3642851,4.7,2.0,275.0,4.94,restaurant|food|point_of_interest|establishment,"1199 Broadway, Burlingame",Foster City
ChIJQ_g-XSl3j4ARdAA4LYj7ZIg,Pulpo Restaurant & Wine Bar,37.5864835,-122.3645924,4.4,2.0,134.0,4.62,bar|restaurant|food|point_of_interest|establishment,"1184 Broadway, Burlingame",Foster City
ChIJbeJAtwN3j4ARjIcILBbWNcM,Fuumi,37.5864504,-122.364746,4.4,2.0,152.0,4.62,restaurant|food|point_of_interest|establishment,"1190 Broadway, Burlingame",Foster City
ChIJd14KIfV3j4ARlAEUohNRoQg,Curry Hyuga,37.5861843,-122.3649388,4.7,2.0,473.0,4.94,restaurant|food|point_of_interest|establishment,"1204 Broadway, Burlingame",Foster City
ChIJDYmqBax3j4ARH3z-fDQTfpI,Broadway Kebab & Gyros,37.5858739,-122.3652479,4.7,2.0,163.0,4.94,restaurant|food|point_of_interest|establishment,"1232 Broadway, Burlingame",Foster City
ChIJndyPICp3j4ARaCUaOEoQ0OU,Sweet Citrus Burlingame,37.5857907,-122.3653364,4.7,2.0,24.0,3.81,restaurant|food|point_of_interest|establishment,"1236 Broadway, Burlingame",Foster City
ChIJL35i5iR2j4AR99unW3trc6g,Sky Ramen,37.5853217,-122.3657004,4.1,2.0,114.0,4.3,restaurant|food|point_of_interest|establishment,"1320 Broadway, Burlingame",Foster City
